2023-03-10 10:20:25,336 INFO    StreamThr :12452 [internal.py:wandb_internal():87] W&B internal server running at pid: 12452, started at: 2023-03-10 10:20:25.336347
2023-03-10 10:20:25,337 DEBUG   HandlerThread:12452 [handler.py:handle_request():144] handle_request: status
2023-03-10 10:20:25,340 INFO    WriterThread:12452 [datastore.py:open_for_write():85] open: c:\Users\sha\Desktop\ENG2BASH\wandb\offline-run-20230310_102025-g3adaqsf\run-g3adaqsf.wandb
2023-03-10 10:20:25,373 DEBUG   HandlerThread:12452 [handler.py:handle_request():144] handle_request: run_start
2023-03-10 10:20:25,390 DEBUG   HandlerThread:12452 [system_info.py:__init__():31] System info init
2023-03-10 10:20:25,390 DEBUG   HandlerThread:12452 [system_info.py:__init__():46] System info init done
2023-03-10 10:20:25,390 INFO    HandlerThread:12452 [system_monitor.py:start():151] Starting system monitor
2023-03-10 10:20:25,391 INFO    SystemMonitor:12452 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-03-10 10:20:25,391 INFO    HandlerThread:12452 [system_monitor.py:probe():172] Collecting system info
2023-03-10 10:20:25,394 INFO    SystemMonitor:12452 [interfaces.py:start():168] Started cpu
2023-03-10 10:20:25,394 INFO    SystemMonitor:12452 [interfaces.py:start():168] Started disk
2023-03-10 10:20:25,394 INFO    SystemMonitor:12452 [interfaces.py:start():168] Started gpu
2023-03-10 10:20:25,395 INFO    SystemMonitor:12452 [interfaces.py:start():168] Started memory
2023-03-10 10:20:25,401 INFO    SystemMonitor:12452 [interfaces.py:start():168] Started network
2023-03-10 10:20:25,417 DEBUG   HandlerThread:12452 [system_info.py:probe():195] Probing system
2023-03-10 10:20:25,417 DEBUG   HandlerThread:12452 [system_info.py:_probe_git():180] Probing git
2023-03-10 10:20:25,464 DEBUG   HandlerThread:12452 [system_info.py:_probe_git():188] Probing git done
2023-03-10 10:20:25,464 DEBUG   HandlerThread:12452 [system_info.py:probe():241] Probing system done
2023-03-10 10:20:25,464 DEBUG   HandlerThread:12452 [system_monitor.py:probe():181] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.10.9', 'heartbeatAt': '2023-03-10T18:20:25.417349', 'startedAt': '2023-03-10T18:20:25.314340', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': 'https://github.com/SHHH9712/NL2BASH-simple.git', 'commit': '2ffaf10aa06f11aa803ae26b9edf427a6e4d45a7'}, 'email': 'shhh9712@gmail.com', 'root': 'C:/Users/sha/Desktop/ENG2BASH', 'host': 'Desktop-Sha', 'username': 'sha', 'executable': 'c:\\Users\\sha\\anaconda3\\envs\\ml\\python.exe', 'cpu_count': 14, 'cpu_count_logical': 20, 'cpu_freq': {'current': 3500.0, 'min': 0.0, 'max': 3500.0}, 'cpu_freq_per_core': [{'current': 3500.0, 'min': 0.0, 'max': 3500.0}], 'disk': {'total': 1862.2910118103027, 'used': 769.2645263671875}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 31.776504516601562}}
2023-03-10 10:20:25,464 INFO    HandlerThread:12452 [system_monitor.py:probe():182] Finished collecting system info
2023-03-10 10:20:25,464 INFO    HandlerThread:12452 [system_monitor.py:probe():185] Publishing system info
2023-03-10 10:20:25,464 DEBUG   HandlerThread:12452 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-03-10 10:20:25,464 DEBUG   HandlerThread:12452 [system_info.py:_save_pip():67] Saving pip packages done
2023-03-10 10:20:25,464 DEBUG   HandlerThread:12452 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-03-10 10:20:28,576 DEBUG   HandlerThread:12452 [system_info.py:_save_conda():86] Saving conda packages done
2023-03-10 10:20:28,577 INFO    HandlerThread:12452 [system_monitor.py:probe():187] Finished publishing system info
2023-03-10 10:20:30,389 DEBUG   HandlerThread:12452 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:20:30,389 DEBUG   SenderThread:12452 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:20:35,435 DEBUG   HandlerThread:12452 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:20:35,435 DEBUG   SenderThread:12452 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:20:40,502 DEBUG   HandlerThread:12452 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:20:40,502 DEBUG   SenderThread:12452 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:20:45,571 DEBUG   HandlerThread:12452 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:20:45,572 DEBUG   SenderThread:12452 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:20:50,640 DEBUG   HandlerThread:12452 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:20:50,640 DEBUG   SenderThread:12452 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:20:55,694 DEBUG   HandlerThread:12452 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:20:55,694 DEBUG   SenderThread:12452 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:21:00,721 DEBUG   HandlerThread:12452 [handler.py:handle_request():144] handle_request: partial_history
2023-03-10 10:21:00,749 DEBUG   HandlerThread:12452 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:21:00,749 DEBUG   SenderThread:12452 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:21:05,786 DEBUG   HandlerThread:12452 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:21:05,786 DEBUG   SenderThread:12452 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:21:07,009 DEBUG   HandlerThread:12452 [handler.py:handle_request():144] handle_request: partial_history
2023-03-10 10:21:10,830 DEBUG   HandlerThread:12452 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:21:10,830 DEBUG   SenderThread:12452 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:21:15,862 DEBUG   HandlerThread:12452 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:21:15,862 DEBUG   SenderThread:12452 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:21:20,923 DEBUG   HandlerThread:12452 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:21:20,923 DEBUG   SenderThread:12452 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:21:25,412 DEBUG   SystemMonitor:12452 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2023-03-10 10:21:25,967 DEBUG   HandlerThread:12452 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:21:25,967 DEBUG   SenderThread:12452 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:21:31,024 DEBUG   HandlerThread:12452 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:21:31,024 DEBUG   SenderThread:12452 [sender.py:send_request():363] send_request: status_report
