2023-03-10 10:15:15,352 INFO    StreamThr :24636 [internal.py:wandb_internal():87] W&B internal server running at pid: 24636, started at: 2023-03-10 10:15:15.352148
2023-03-10 10:15:15,353 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: status
2023-03-10 10:15:15,358 INFO    WriterThread:24636 [datastore.py:open_for_write():85] open: c:\Users\sha\Desktop\ENG2BASH\wandb\offline-run-20230310_101515-45f07ll4\run-45f07ll4.wandb
2023-03-10 10:15:15,393 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: run_start
2023-03-10 10:15:15,409 DEBUG   HandlerThread:24636 [system_info.py:__init__():31] System info init
2023-03-10 10:15:15,409 DEBUG   HandlerThread:24636 [system_info.py:__init__():46] System info init done
2023-03-10 10:15:15,409 INFO    HandlerThread:24636 [system_monitor.py:start():151] Starting system monitor
2023-03-10 10:15:15,410 INFO    SystemMonitor:24636 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-03-10 10:15:15,410 INFO    HandlerThread:24636 [system_monitor.py:probe():172] Collecting system info
2023-03-10 10:15:15,412 INFO    SystemMonitor:24636 [interfaces.py:start():168] Started cpu
2023-03-10 10:15:15,413 INFO    SystemMonitor:24636 [interfaces.py:start():168] Started disk
2023-03-10 10:15:15,413 INFO    SystemMonitor:24636 [interfaces.py:start():168] Started gpu
2023-03-10 10:15:15,413 INFO    SystemMonitor:24636 [interfaces.py:start():168] Started memory
2023-03-10 10:15:15,419 INFO    SystemMonitor:24636 [interfaces.py:start():168] Started network
2023-03-10 10:15:15,424 DEBUG   HandlerThread:24636 [system_info.py:probe():195] Probing system
2023-03-10 10:15:15,425 DEBUG   HandlerThread:24636 [system_info.py:_probe_git():180] Probing git
2023-03-10 10:15:15,470 DEBUG   HandlerThread:24636 [system_info.py:_probe_git():188] Probing git done
2023-03-10 10:15:15,470 DEBUG   HandlerThread:24636 [system_info.py:probe():241] Probing system done
2023-03-10 10:15:15,470 DEBUG   HandlerThread:24636 [system_monitor.py:probe():181] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.10.9', 'heartbeatAt': '2023-03-10T18:15:15.424288', 'startedAt': '2023-03-10T18:15:15.334148', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': 'https://github.com/SHHH9712/NL2BASH-simple.git', 'commit': '2ffaf10aa06f11aa803ae26b9edf427a6e4d45a7'}, 'email': 'shhh9712@gmail.com', 'root': 'C:/Users/sha/Desktop/ENG2BASH', 'host': 'Desktop-Sha', 'username': 'sha', 'executable': 'c:\\Users\\sha\\anaconda3\\envs\\ml\\python.exe', 'cpu_count': 14, 'cpu_count_logical': 20, 'cpu_freq': {'current': 3500.0, 'min': 0.0, 'max': 3500.0}, 'cpu_freq_per_core': [{'current': 3500.0, 'min': 0.0, 'max': 3500.0}], 'disk': {'total': 1862.2910118103027, 'used': 769.2702293395996}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 31.776504516601562}}
2023-03-10 10:15:15,470 INFO    HandlerThread:24636 [system_monitor.py:probe():182] Finished collecting system info
2023-03-10 10:15:15,470 INFO    HandlerThread:24636 [system_monitor.py:probe():185] Publishing system info
2023-03-10 10:15:15,470 DEBUG   HandlerThread:24636 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-03-10 10:15:15,471 DEBUG   HandlerThread:24636 [system_info.py:_save_pip():67] Saving pip packages done
2023-03-10 10:15:15,471 DEBUG   HandlerThread:24636 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-03-10 10:15:18,677 DEBUG   HandlerThread:24636 [system_info.py:_save_conda():86] Saving conda packages done
2023-03-10 10:15:18,678 INFO    HandlerThread:24636 [system_monitor.py:probe():187] Finished publishing system info
2023-03-10 10:15:20,412 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:15:20,412 DEBUG   SenderThread:24636 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:15:25,463 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:15:25,463 DEBUG   SenderThread:24636 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:15:30,529 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:15:30,529 DEBUG   SenderThread:24636 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:15:35,574 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:15:35,575 DEBUG   SenderThread:24636 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:15:40,614 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:15:40,614 DEBUG   SenderThread:24636 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:15:45,668 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:15:45,668 DEBUG   SenderThread:24636 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:15:50,731 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:15:50,731 DEBUG   SenderThread:24636 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:15:51,302 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: pause
2023-03-10 10:15:51,302 INFO    HandlerThread:24636 [handler.py:handle_request_pause():717] stopping system metrics thread or process
2023-03-10 10:15:51,302 INFO    HandlerThread:24636 [system_monitor.py:finish():161] Stopping system monitor
2023-03-10 10:15:51,302 DEBUG   SystemMonitor:24636 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2023-03-10 10:15:51,307 DEBUG   SystemMonitor:24636 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2023-03-10 10:15:51,308 DEBUG   SystemMonitor:24636 [system_monitor.py:_start():141] Publishing last batch of metrics
2023-03-10 10:15:51,308 INFO    HandlerThread:24636 [interfaces.py:finish():175] Joined cpu
2023-03-10 10:15:51,308 INFO    HandlerThread:24636 [interfaces.py:finish():175] Joined disk
2023-03-10 10:15:51,340 INFO    HandlerThread:24636 [interfaces.py:finish():175] Joined gpu
2023-03-10 10:15:51,340 INFO    HandlerThread:24636 [interfaces.py:finish():175] Joined memory
2023-03-10 10:15:51,340 INFO    HandlerThread:24636 [interfaces.py:finish():175] Joined network
2023-03-10 10:15:55,791 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:15:55,791 DEBUG   SenderThread:24636 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:16:00,834 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:16:00,834 DEBUG   SenderThread:24636 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:16:05,893 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:16:05,893 DEBUG   SenderThread:24636 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:16:10,955 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:16:10,955 DEBUG   SenderThread:24636 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:16:16,018 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:16:16,018 DEBUG   SenderThread:24636 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:16:21,067 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:16:21,067 DEBUG   SenderThread:24636 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:16:26,121 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:16:26,121 DEBUG   SenderThread:24636 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:16:31,180 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:16:31,180 DEBUG   SenderThread:24636 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:16:36,222 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:16:36,222 DEBUG   SenderThread:24636 [sender.py:send_request():363] send_request: status_report
2023-03-10 10:16:41,285 DEBUG   HandlerThread:24636 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 10:16:41,285 DEBUG   SenderThread:24636 [sender.py:send_request():363] send_request: status_report
